Vigencia;Unidad;Gasto;Objeto;Tipo de Gastos;Código concepto;Código recurso;Código fuente;Concepto;Valor poa_inicial;Valor modificaciones;Valor programado_poa;Valor solicitudes;Valor disponible_poa
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;31;ADM;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 15.820.000,00;$ 0,00;$ 15.820.000,00;$ 0,00;$ 15.820.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;31;ADM;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 15.000.000,00;-$ 6.295.000,00;$ 8.705.000,00;$ 1.529.150,00;$ 7.175.850,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;35;ADM;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 0,00;$ 3.815.000,00;$ 3.815.000,00;$ 3.815.000,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.003;35;ADM;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);$ 0,00;$ 0,00;$ 0,00;$ 0,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;20;ADM;Productos metálicos, maquinaria y equipo;$ 87.469.709,00;-$ 24.540.000,00;$ 62.929.709,00;$ 29.136.914,68;$ 33.792.794,32
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;31;ADM;Productos metálicos, maquinaria y equipo;$ 15.056.608,00;$ 0,00;$ 15.056.608,00;$ 0,00;$ 15.056.608,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;31;ADM;Productos metálicos, maquinaria y equipo;$ 30.000.000,00;$ 0,00;$ 30.000.000,00;$ 0,00;$ 30.000.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;31;ADM;Productos metálicos, maquinaria y equipo;$ 44.283.505,00;-$ 15.000.000,00;$ 29.283.505,00;$ 0,00;$ 29.283.505,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;32;ADM;Productos metálicos, maquinaria y equipo;$ 0,00;$ 22.500.000,00;$ 22.500.000,00;$ 0,00;$ 22.500.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;33;ADM;Productos metálicos, maquinaria y equipo;$ 0,00;$ 73.517.520,00;$ 73.517.520,00;$ 73.517.520,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;03. ADQUISICIÓN DE MATERIALES Y SUMINISTROS;2.1.2 Gastos de Funcionamiento;2.1.2.02.01.004;35;ADM;Productos metálicos, maquinaria y equipo;$ 0,00;$ 7.000.000,00;$ 7.000.000,00;$ 0,00;$ 7.000.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;20;ADM;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 500.000,00;$ 6.000.000,00;$ 6.500.000,00;$ 500.000,00;$ 6.000.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;31;ADM;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 10.000.000,00;-$ 10.000.000,00;$ 0,00;$ 0,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;31;ADM;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 5.000.000,00;-$ 5.000.000,00;$ 0,00;$ 0,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;31;ADM;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 20.000.000,00;-$ 20.000.000,00;$ 0,00;$ 0,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;33;ADM;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 452.958.593,93;-$ 287.958.593,93;$ 165.000.000,00;$ 164.599.930,00;$ 400.070,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.00;33;ADM;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";$ 249.920.000,00;-$ 30.000.000,00;$ 219.920.000,00;$ 203.450.000,00;$ 16.470.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.01;20;ADM;Practicas academicas;$ 776.569.173,00;-$ 413.833.996,00;$ 362.735.177,00;$ 176.422.855,00;$ 186.312.322,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.006.03;20;ADM;Viaticos y gastos de viaje;$ 150.289.117,00;-$ 148.289.117,00;$ 2.000.000,00;$ 0,00;$ 2.000.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.007;20;ADM;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";$ 500.000,00;$ 0,00;$ 500.000,00;$ 500.000,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.007;31;ADM;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";$ 9.200.000,00;$ 0,00;$ 9.200.000,00;$ 4.600.000,00;$ 4.600.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.007;32;ADM;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";$ 2.000.000,00;$ 0,00;$ 2.000.000,00;$ 0,00;$ 2.000.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.007;33;ADM;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";$ 0,00;$ 655.843,00;$ 655.843,00;$ 655.843,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.007;33;ADM;"Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de arrendamiento y leasing";$ 116.547.000,00;$ 0,00;$ 116.547.000,00;$ 71.940.000,00;$ 44.607.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;20;ADM;Servicios prestados a las empresas y servicios de producción ;$ 125.426.985,00;-$ 25.022.800,00;$ 100.404.185,00;$ 79.540.376,58;$ 20.863.808,42
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 111.387.699,00;-$ 14.844.613,00;$ 96.543.086,00;$ 62.941.680,00;$ 33.601.406,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 89.363.950,00;$ 3.731.310,00;$ 93.095.260,00;$ 72.556.820,00;$ 20.538.440,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 20.000.000,00;-$ 19.949.465,00;$ 50.535,00;$ 0,00;$ 50.535,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 93.158.308,00;-$ 39.818.516,00;$ 53.339.792,00;$ 0,00;$ 53.339.792,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 8.200.000,00;$ 0,00;$ 8.200.000,00;$ 0,00;$ 8.200.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 53.000.000,00;$ 13.636.318,00;$ 66.636.318,00;$ 48.574.294,00;$ 18.062.024,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 0,00;$ 5.786.159,00;$ 5.786.159,00;$ 0,00;$ 5.786.159,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 13.122.881,00;$ 0,00;$ 13.122.881,00;$ 0,00;$ 13.122.881,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 108.993.735,00;-$ 10.886.440,00;$ 98.107.295,00;$ 56.705.047,00;$ 41.402.248,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;31;ADM;Servicios prestados a las empresas y servicios de producción ;$ 19.761.167,00;$ 0,00;$ 19.761.167,00;$ 6.996.381,00;$ 12.764.786,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;32;ADM;Servicios prestados a las empresas y servicios de producción ;$ 55.000.000,00;-$ 2.000.000,00;$ 53.000.000,00;$ 44.195.161,00;$ 8.804.839,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;32;ADM;Servicios prestados a las empresas y servicios de producción ;$ 31.500.000,00;$ 0,00;$ 31.500.000,00;$ 26.517.616,00;$ 4.982.384,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;32;ADM;Servicios prestados a las empresas y servicios de producción ;$ 4.000.000,00;$ 2.500.000,00;$ 6.500.000,00;$ 6.000.000,00;$ 500.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;32;ADM;Servicios prestados a las empresas y servicios de producción ;$ 74.000.000,00;$ 33.634.600,00;$ 107.634.600,00;$ 99.142.180,00;$ 8.492.420,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;33;ADM;Servicios prestados a las empresas y servicios de producción ;$ 3.103.042.188,77;$ 301.391.382,47;$ 3.404.433.571,24;$ 2.885.853.730,36;$ 518.579.840,88
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;33;ADM;Servicios prestados a las empresas y servicios de producción ;$ 3.090.652,00;$ 0,00;$ 3.090.652,00;$ 0,00;$ 3.090.652,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;33;ADM;Servicios prestados a las empresas y servicios de producción ;$ 1.243.426.336,69;$ 185.338.921,64;$ 1.428.765.258,33;$ 1.203.023.366,00;$ 225.741.892,33
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;35;ADM;Servicios prestados a las empresas y servicios de producción ;$ 70.000.000,00;$ 13.185.000,00;$ 83.185.000,00;$ 83.133.692,00;$ 51.308,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.008;35;ADM;Servicios prestados a las empresas y servicios de producción ;$ 0,00;$ 13.000.000,00;$ 13.000.000,00;$ 12.692.230,00;$ 307.770,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;20;ADM;Servicios para la comunidad, sociales y personales;$ 39.540.000,00;$ 0,00;$ 39.540.000,00;$ 29.921.969,00;$ 9.618.031,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;20;ADM;Servicios para la comunidad, sociales y personales;$ 23.800.000,00;$ 1.360.000,00;$ 25.160.000,00;$ 6.075.000,00;$ 19.085.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 24.000.000,00;-$ 12.000.000,00;$ 12.000.000,00;$ 11.547.696,00;$ 452.304,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 20.000.000,00;-$ 10.000.000,00;$ 10.000.000,00;$ 9.961.000,00;$ 39.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 8.785.454,00;$ 5.694.000,00;$ 14.479.454,00;$ 8.538.000,00;$ 5.941.454,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 20.000.000,00;$ 0,00;$ 20.000.000,00;$ 5.692.000,00;$ 14.308.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 7.000.000,00;$ 0,00;$ 7.000.000,00;$ 7.000.000,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 0,00;$ 13.481.000,00;$ 13.481.000,00;$ 10.470.080,00;$ 3.010.920,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;31;ADM;Servicios para la comunidad, sociales y personales;$ 15.000.000,00;$ 0,00;$ 15.000.000,00;$ 5.334.484,80;$ 9.665.515,20
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;32;ADM;Servicios para la comunidad, sociales y personales;$ 10.000.000,00;-$ 1.275.000,00;$ 8.725.000,00;$ 8.725.000,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;33;ADM;Servicios para la comunidad, sociales y personales;$ 0,00;$ 18.300.000,00;$ 18.300.000,00;$ 18.300.000,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;33;ADM;Servicios para la comunidad, sociales y personales;$ 190.000.000,00;$ 0,00;$ 190.000.000,00;$ 134.000.000,00;$ 56.000.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;35;ADM;Servicios para la comunidad, sociales y personales;$ 0,00;$ 15.000.000,00;$ 15.000.000,00;$ 14.060.000,00;$ 940.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.009.00;35;ADM;Servicios para la comunidad, sociales y personales;$ 15.301.750,00;$ 8.000.000,00;$ 23.301.750,00;$ 21.003.800,00;$ 2.297.950,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;20;ADM;Viáticos de los funcionarios en comisión;$ 0,00;$ 144.603.029,00;$ 144.603.029,00;$ 105.698.092,65;$ 38.904.936,35
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;31;ADM;Viáticos de los funcionarios en comisión;$ 5.000.000,00;$ 0,00;$ 5.000.000,00;$ 2.233.535,00;$ 2.766.465,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;31;ADM;Viáticos de los funcionarios en comisión;$ 5.000.000,00;$ 0,00;$ 5.000.000,00;$ 4.984.088,00;$ 15.912,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;31;ADM;Viáticos de los funcionarios en comisión;$ 7.000.000,00;$ 0,00;$ 7.000.000,00;$ 3.901.689,00;$ 3.098.311,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;31;ADM;Viáticos de los funcionarios en comisión;$ 19.761.167,00;$ 15.000.000,00;$ 34.761.167,00;$ 34.012.736,34;$ 748.430,66
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;32;ADM;Viáticos de los funcionarios en comisión;$ 4.000.000,00;-$ 1.225.000,00;$ 2.775.000,00;$ 1.099.523,00;$ 1.675.477,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;32;ADM;Viáticos de los funcionarios en comisión;$ 1.000.000,00;$ 4.000.000,00;$ 5.000.000,00;$ 2.566.521,00;$ 2.433.479,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;ADM;Viáticos de los funcionarios en comisión;$ 36.043.365,02;$ 415.384,00;$ 36.458.749,02;$ 5.846.965,00;$ 30.611.784,02
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;04. ADQUISICIÓN DE SERVICIOS;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;ADM;Viáticos de los funcionarios en comisión;$ 118.007.585,15;-$ 8.755.136,15;$ 109.252.449,00;$ 104.201.897,00;$ 5.050.552,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.03.03.001;20;ADM;Membresías internacionales;$ 5.000.000,00;-$ 1.000.000,00;$ 4.000.000,00;$ 3.999.952,00;$ 48,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.04.05.001;20;ADM;Membresías nacionales;$ 16.129.316,00;-$ 4.304.716,00;$ 11.824.600,00;$ 11.797.644,00;$ 26.956,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.04.05.002;33;ADM;Distintas a membresías;$ 1.215.471,00;$ 0,00;$ 1.215.471,00;$ 1.215.471,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.06.03;31;ADM;Beneficios educativos a la comunidad universitaria;$ 0,00;$ 2.311.921,00;$ 2.311.921,00;$ 2.311.921,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.06.03;31;ADM;Beneficios educativos a la comunidad universitaria;$ 3.082.561,00;$ 0,00;$ 3.082.561,00;$ 3.082.561,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.06.03;31;ADM;Beneficios educativos a la comunidad universitaria;$ 285.000,00;$ 0,00;$ 285.000,00;$ 284.700,00;$ 300,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.06.03;31;ADM;Beneficios educativos a la comunidad universitaria;$ 0,00;$ 285.000,00;$ 285.000,00;$ 285.000,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.06.03;35;ADM;Beneficios educativos a la comunidad universitaria;$ 0,00;$ 4.100.000,00;$ 4.100.000,00;$ 4.100.000,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.07.03.013;20;ADM;Afiliación Riesgos Laborales contratistas Grado IV y V;$ 0,00;$ 1.698.600,00;$ 1.698.600,00;$ 1.698.600,00;$ 0,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.07.03.013;32;ADM;Afiliación Riesgos Laborales contratistas Grado IV y V;$ 0,00;$ 2.000.000,00;$ 2.000.000,00;$ 837.200,00;$ 1.162.800,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.07.03.013;33;ADM;Afiliación Riesgos Laborales contratistas Grado IV y V;$ 28.000.000,00;-$ 5.000.000,00;$ 23.000.000,00;$ 12.408.200,00;$ 10.591.800,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;07. TRANSFERENCIAS CORRIENTES;2.1.3 Transferencias Corrientes;2.1.3.07.03.013;33;ADM;Afiliación Riesgos Laborales contratistas Grado IV y V;$ 3.000.000,00;$ 0,00;$ 3.000.000,00;$ 1.909.500,00;$ 1.090.500,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;12. TASAS Y MULTAS;2.1.8 Tasas y Multas;2.1.8.01.14;33;ADM;Gravamen a los movimientos financieros;$ 1.000.000,00;$ 2.594.111,00;$ 3.594.111,00;$ 2.094.111,00;$ 1.500.000,00
2026;13 - SECCIONAL SOGAMOSO;1. FUNCIONAMIENTO;12. TASAS Y MULTAS;2.1.8 Tasas y Multas;2.1.8.03;20;ADM;Tasas y derechos administrativos;$ 1.000.000,00;$ 0,00;$ 1.000.000,00;$ 1.000.000,00;$ 0,00
