Unidad;Referencia;Fecha compromiso;Tipo de Gasto;Código concepto;Código recurso;Concepto;Valor compromiso;Valor pago
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 347,000.00;$ 347,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 215,000.00;$ 215,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 347,000.00;$ 347,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 789,000.00;$ 789,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 539,000.00;$ 539,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 287,000.00;$ 287,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 295,000.00;$ 295,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 307,000.00;$ 307,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 345,000.00;$ 345,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 373,000.00;$ 373,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 305,000.00;$ 305,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 180,000.00;$ 180,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 200,000.00;$ 200,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 200,000.00;$ 200,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 150,000.00;$ 150,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 407,000.00;$ 407,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 315,000.00;$ 315,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 135,000.00;$ 135,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 170,000.00;$ 170,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 153,000.00;$ 153,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 175,000.00;$ 175,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 170,000.00;$ 170,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 130,000.00;$ 130,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 110,000.00;$ 110,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 130,000.00;$ 130,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 120,000.00;$ 120,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 120,000.00;$ 120,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 180,000.00;$ 180,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 90,000.00;$ 90,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 120,000.00;$ 120,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 120,000.00;$ 120,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 205,000.00;$ 205,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 115,000.00;$ 115,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 85,000.00;$ 85,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 350,000.00;$ 350,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 225,000.00;$ 225,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 110,000.00;$ 110,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 60,000.00;$ 60,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 140,000.00;$ 140,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 90,000.00;$ 90,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 140,000.00;$ 140,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 395,000.00;$ 395,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 60,000.00;$ 60,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 60,000.00;$ 60,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 359,000.00;$ 359,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 80,000.00;$ 80,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 80,000.00;$ 80,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 80,000.00;$ 80,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 413,000.00;$ 413,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 899,000.00;$ 899,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 345,000.00;$ 345,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 293,000.00;$ 293,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 153,000.00;$ 153,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 95,000.00;$ 95,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 153,000.00;$ 153,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 85,000.00;$ 85,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 215,000.00;$ 215,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 350,000.00;$ 350,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 210,000.00;$ 210,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 160,000.00;$ 160,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 150,000.00;$ 150,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 225,000.00;$ 225,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 80,000.00;$ 80,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 200,000.00;$ 200,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 160,000.00;$ 160,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 280,000.00;$ 280,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 85,000.00;$ 85,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 130,000.00;$ 130,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 70,000.00;$ 70,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 66,000.00;$ 66,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 188,000.00;$ 188,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 100,000.00;$ 100,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 40,000.00;$ 40,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 200,000.00;$ 200,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 200,000.00;$ 200,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 150,000.00;$ 150,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 120,000.00;$ 120,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 60,000.00;$ 60,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 60,000.00;$ 60,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 240,000.00;$ 240,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 60,000.00;$ 60,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 110,000.00;$ 110,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 48,000.00;$ 48,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 150,000.00;$ 150,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 60,000.00;$ 60,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 60,000.00;$ 60,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 80,000.00;$ 80,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 60,000.00;$ 60,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 48,000.00;$ 48,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 1,189,000.00;$ 1,189,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 1,189,000.00;$ 1,189,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 1,189,000.00;$ 1,189,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 200,000.00;$ 200,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 120,000.00;$ 120,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 200,000.00;$ 200,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 200,000.00;$ 200,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 100,000.00;$ 100,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 163,000.00;$ 163,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 200,000.00;$ 200,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 580,000.00;$ 580,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 403,000.00;$ 403,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 80,000.00;$ 80,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 0.00;$ 0.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 70,000.00;$ 70,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 120,000.00;$ 120,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 132,000.00;$ 132,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 180,000.00;$ 180,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 105,000.00;$ 105,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 165,000.00;$ 165,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 255,000.00;$ 255,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 165,000.00;$ 165,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 120,000.00;$ 120,000.00
04 - CIENCIAS DE LA EDUCACION;COMISIONES DE PERSONAL;20/03/2026;2.1.2 Gastos de Funcionamiento;2.1.2.02.02.010;33;Viáticos de los funcionarios en comisión;$ 75,000.00;$ 75,000.00
