Unidad;Tipo de Gasto;Auxiliar;Código concepto;Concepto;Recurso;Valor inicial;Valor apropiacion;Acumulado compromiso;Acumulado pago;Fecha final
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;206060018 - Doctorado en Territorio y Desarrollo Rural;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;31 - Posgrados;$ 43,877,392.00;$ 31,729,942.81;$ 16,205,440.00;$ 16,201,428.00;31/08/2026
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;206060018 - Doctorado en Territorio y Desarrollo Rural;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 21,142,992.00;$ 46,251,686.32;$ 27,267,781.12;$ 27,267,781.12;31/08/2026
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;206090002 - CIECA - Centro de Gestión de Investigación y Extensión de la Facultad de Ciencias Agropecuarias;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";31 - Posgrados;$ 0.00;$ 25,000,000.00;$ 0.00;$ 0.00;31/08/2026
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;206090002 - CIECA - Centro de Gestión de Investigación y Extensión de la Facultad de Ciencias Agropecuarias;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 75,249,326.00;$ 36,607,536.00;$ 0.00;$ 0.00;31/08/2026
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;206090002 - CIECA - Centro de Gestión de Investigación y Extensión de la Facultad de Ciencias Agropecuarias;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;31 - Posgrados;$ 0.00;$ 1,490,000.00;$ 0.00;$ 0.00;31/08/2026
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;206090002 - CIECA - Centro de Gestión de Investigación y Extensión de la Facultad de Ciencias Agropecuarias;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;31 - Posgrados;$ 8,000,000.00;$ 20,151,790.00;$ 7,804,302.36;$ 7,804,302.36;31/08/2026
08 - CIENCIAS AGROPECUARIAS;2.1.3 Transferencias Corrientes;206060005 - Maestría en Desarrollo Rural;2.1.3.06.03;Beneficios educativos a la comunidad universitaria;31 - Posgrados;$ 0.00;$ 284,700.00;$ 284,700.00;$ 284,700.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060053 - Especialización en Ingeniería Ferroviaria;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);31 - Posgrados;$ 12,949,508.00;$ 12,949,508.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060053 - Especialización en Ingeniería Ferroviaria;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 66,980,213.00;$ 7,709,713.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060038 - Especialización en Ingeniería de los Recursos Hídricos;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 0.00;$ 15,536,903.52;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060039 - Especialización en Programación para Ciencia de Datos;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 0.00;$ 21,723,940.58;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060013 - Especialización en Estructuras;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 82,728,902.89;$ 67,728,902.89;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060015 - Especialización en Infraestructura Vial;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);31 - Posgrados;$ 23,730,935.00;$ 23,730,935.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060015 - Especialización en Infraestructura Vial;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 71,192,805.00;$ 56,892,805.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060016 - Especialización en Bases de Datos;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 66,481,231.00;$ 51,481,231.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060019 - Especialización en Tránsito y Transporte - Tunja;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 45,920,051.00;$ 41,000,045.42;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060026 - Especialización en gestión de Integridad y Corrosión, modalidad Virtual;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);31 - Posgrados;$ 53,544,708.00;$ 53,544,708.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060026 - Especialización en gestión de Integridad y Corrosión, modalidad Virtual;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 286,187,232.00;$ 213,466,882.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060029 - Especialización en Gerencia de Proyectos de Construcción - Presencial;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 53,461,058.00;$ 17,850,625.99;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060030 - Especialización en Geotecnia;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);31 - Posgrados;$ 16,860,317.00;$ 16,860,317.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060030 - Especialización en Geotecnia;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 63,226,187.00;$ 35,528,637.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060031 - Especialización en Tránsito y Transporte - Bogotá;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);31 - Posgrados;$ 25,786,970.00;$ 25,786,970.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060031 - Especialización en Tránsito y Transporte - Bogotá;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 77,360,910.00;$ 61,360,910.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060034 - Especialización en Gestión Avanzada del Riesgo de Desastres;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 31,613,094.00;$ 31,613,094.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060036 - Especialización en Gerencia de Proyectos de Construcción en modalidad virtual;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 171,789,814.00;$ 100,000,000.00;$ 88,378,920.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060011 - Maestría en Metalurgia y Ciencias de los Materiales;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 19,587,775.00;$ 19,587,775.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060012 - Maestría en Ingeniería con Énfasis en Transporte, Tránsito e Infraestructura Vial;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 42,781,696.00;$ 42,781,696.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060017 - Maestría en Geotecnia;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 32,358,458.00;$ 31,817,579.04;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060033 - Maestría en Gestión de Integridad y Corrosión - Virtual - Tunja;2.1.2.02.01.003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);31 - Posgrados;$ 8,863,395.00;$ 8,863,395.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060018 - Doctorado en Ingeniería y Ciencia de los Materiales;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 32,698,108.00;$ 25,648,108.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210090002 - CEDEC - Centro de Gestión de Investigación y Extensión de la Facultad de Ingeniería;2.1.2.02.01.004;Productos metálicos, maquinaria y equipo;31 - Posgrados;$ 301,719,503.00;$ 235,015,005.25;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060053 - Especialización en Ingeniería Ferroviaria;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";31 - Posgrados;$ 9,377,230.00;$ 9,377,230.00;$ 9,377,230.00;$ 4,845,770.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060053 - Especialización en Ingeniería Ferroviaria;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 38,274,407.00;$ 154,221,206.01;$ 138,948,180.00;$ 49,780,800.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060053 - Especialización en Ingeniería Ferroviaria;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 227,395,584.00;$ 227,395,584.00;$ 112,653,288.00;$ 112,653,288.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060053 - Especialización en Ingeniería Ferroviaria;2.1.2.02.02.009.03;Parafiscales cátedras posgrados;31 - Posgrados;$ 54,574,940.00;$ 54,574,940.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060054 - Especialización en Metalurgia Extractiva Sostenible - Virtual;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060054 - Especialización en Metalurgia Extractiva Sostenible - Virtual;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;31 - Posgrados;$ 0.00;$ 10,760,727.12;$ 9,638,784.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060054 - Especialización en Metalurgia Extractiva Sostenible - Virtual;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 0.00;$ 58,846,264.00;$ 40,060,600.00;$ 40,060,600.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060054 - Especialización en Metalurgia Extractiva Sostenible - Virtual;2.1.2.02.02.009.03;Parafiscales cátedras posgrados;31 - Posgrados;$ 0.00;$ 6,821,867.52;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060038 - Especialización en Ingeniería de los Recursos Hídricos;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 0.00;$ 1,500,000.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060038 - Especialización en Ingeniería de los Recursos Hídricos;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 0.00;$ 61,859,576.00;$ 46,086,032.00;$ 46,086,032.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060038 - Especialización en Ingeniería de los Recursos Hídricos;2.1.2.02.02.009.03;Parafiscales cátedras posgrados;31 - Posgrados;$ 0.00;$ 6,821,867.52;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060039 - Especialización en Programación para Ciencia de Datos;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 0.00;$ 65,657,064.00;$ 51,088,368.00;$ 51,088,368.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060039 - Especialización en Programación para Ciencia de Datos;2.1.2.02.02.009.03;Parafiscales cátedras posgrados;31 - Posgrados;$ 0.00;$ 6,821,867.52;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;212060042 - Especialización en Gestión de Activos y de Mantenimiento;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;212060042 - Especialización en Gestión de Activos y de Mantenimiento;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;212060042 - Especialización en Gestión de Activos y de Mantenimiento;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;31 - Posgrados;$ 0.00;$ 0.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060013 - Especialización en Estructuras;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 44,698,697.00;$ 59,698,697.00;$ 58,912,800.00;$ 27,933,420.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060013 - Especialización en Estructuras;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 113,697,792.00;$ 113,697,792.00;$ 74,921,616.00;$ 74,921,616.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060013 - Especialización en Estructuras;2.1.2.02.02.009.03;Parafiscales cátedras posgrados;31 - Posgrados;$ 27,287,470.00;$ 27,287,470.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060013 - Especialización en Estructuras;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;31 - Posgrados;$ 4,621,726.11;$ 4,621,726.11;$ 1,045,215.00;$ 1,045,215.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060015 - Especialización en Infraestructura Vial;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 40,681,603.00;$ 54,981,603.00;$ 54,891,000.00;$ 40,253,400.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060015 - Especialización en Infraestructura Vial;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 66,323,712.00;$ 66,323,712.00;$ 43,704,276.00;$ 43,704,276.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060015 - Especialización en Infraestructura Vial;2.1.2.02.02.009.03;Parafiscales cátedras posgrados;31 - Posgrados;$ 15,917,691.00;$ 15,917,691.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060016 - Especialización en Bases de Datos;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 28,491,956.00;$ 43,491,956.00;$ 41,956,400.00;$ 21,956,400.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060016 - Especialización en Bases de Datos;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 63,955,008.00;$ 63,955,008.00;$ 41,013,864.00;$ 41,013,864.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060016 - Especialización en Bases de Datos;2.1.2.02.02.009.03;Parafiscales cátedras posgrados;31 - Posgrados;$ 15,349,202.00;$ 15,349,202.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060019 - Especialización en Tránsito y Transporte - Tunja;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 24,600,027.00;$ 37,520,032.58;$ 36,594,000.00;$ 18,297,000.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060019 - Especialización en Tránsito y Transporte - Tunja;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 56,848,896.00;$ 56,848,896.00;$ 22,892,112.00;$ 22,892,112.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060019 - Especialización en Tránsito y Transporte - Tunja;2.1.2.02.02.009.03;Parafiscales cátedras posgrados;31 - Posgrados;$ 13,643,735.00;$ 13,643,735.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060019 - Especialización en Tránsito y Transporte - Tunja;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;31 - Posgrados;$ 11,480,013.00;$ 3,480,013.00;$ 749,758.00;$ 749,758.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060026 - Especialización en gestión de Integridad y Corrosión, modalidad Virtual;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 158,260,220.00;$ 231,260,220.00;$ 228,097,880.00;$ 140,033,040.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060026 - Especialización en gestión de Integridad y Corrosión, modalidad Virtual;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;31 - Posgrados;$ 11,078,215.00;$ 6,078,215.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060026 - Especialización en gestión de Integridad y Corrosión, modalidad Virtual;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 80,535,936.00;$ 80,535,936.00;$ 37,350,288.00;$ 37,350,288.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060026 - Especialización en gestión de Integridad y Corrosión, modalidad Virtual;2.1.2.02.02.009.03;Parafiscales cátedras posgrados;31 - Posgrados;$ 19,328,625.00;$ 19,328,625.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060026 - Especialización en gestión de Integridad y Corrosión, modalidad Virtual;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;31 - Posgrados;$ 18,463,692.00;$ 18,463,692.00;$ 2,707,905.00;$ 2,707,905.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060029 - Especialización en Gerencia de Proyectos de Construcción - Presencial;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 40,884,980.00;$ 76,495,412.01;$ 66,844,000.00;$ 36,594,000.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060029 - Especialización en Gerencia de Proyectos de Construcción - Presencial;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;31 - Posgrados;$ 7,484,547.00;$ 7,484,547.00;$ 5,500,000.00;$ 5,500,000.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060029 - Especialización en Gerencia de Proyectos de Construcción - Presencial;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 198,971,136.00;$ 198,971,136.00;$ 116,870,256.00;$ 116,870,256.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060029 - Especialización en Gerencia de Proyectos de Construcción - Presencial;2.1.2.02.02.009.03;Parafiscales cátedras posgrados;31 - Posgrados;$ 47,753,073.00;$ 47,753,073.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060030 - Especialización en Geotecnia;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 40,344,329.00;$ 63,344,329.00;$ 46,275,041.00;$ 22,978,041.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060030 - Especialización en Geotecnia;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 113,697,792.00;$ 113,697,792.00;$ 69,499,800.00;$ 69,499,800.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060030 - Especialización en Geotecnia;2.1.2.02.02.009.03;Parafiscales cátedras posgrados;31 - Posgrados;$ 27,287,470.00;$ 27,287,470.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060031 - Especialización en Tránsito y Transporte - Bogotá;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 44,206,235.00;$ 60,206,235.00;$ 58,550,400.00;$ 24,274,020.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060031 - Especialización en Tránsito y Transporte - Bogotá;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 56,848,896.00;$ 56,848,896.00;$ 37,460,808.00;$ 37,460,808.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060031 - Especialización en Tránsito y Transporte - Bogotá;2.1.2.02.02.009.03;Parafiscales cátedras posgrados;31 - Posgrados;$ 13,643,735.00;$ 13,643,735.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060034 - Especialización en Gestión Avanzada del Riesgo de Desastres;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";31 - Posgrados;$ 4,425,833.00;$ 4,425,833.00;$ 4,425,833.00;$ 3,239,404.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060034 - Especialización en Gestión Avanzada del Riesgo de Desastres;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 18,064,625.00;$ 18,064,625.00;$ 18,053,040.00;$ 18,053,040.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060034 - Especialización en Gestión Avanzada del Riesgo de Desastres;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 56,848,896.00;$ 56,848,896.00;$ 39,870,504.00;$ 39,870,504.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060034 - Especialización en Gestión Avanzada del Riesgo de Desastres;2.1.2.02.02.009.03;Parafiscales cátedras posgrados;31 - Posgrados;$ 13,643,735.00;$ 13,643,735.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060034 - Especialización en Gestión Avanzada del Riesgo de Desastres;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;31 - Posgrados;$ 6,111,865.00;$ 1,548,865.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060036 - Especialización en Gerencia de Proyectos de Construcción en modalidad virtual;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";31 - Posgrados;$ 8,939,025.00;$ 8,939,025.00;$ 8,939,025.00;$ 8,110,286.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060036 - Especialización en Gerencia de Proyectos de Construcción en modalidad virtual;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 108,165,608.00;$ 119,346,075.16;$ 118,442,580.00;$ 70,504,440.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060036 - Especialización en Gerencia de Proyectos de Construcción en modalidad virtual;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;31 - Posgrados;$ 26,871,592.00;$ 76,871,592.00;$ 76,848,016.45;$ 76,848,016.45;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060036 - Especialización en Gerencia de Proyectos de Construcción en modalidad virtual;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 284,244,480.00;$ 284,244,480.00;$ 170,436,168.00;$ 170,436,168.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060036 - Especialización en Gerencia de Proyectos de Construcción en modalidad virtual;2.1.2.02.02.009.03;Parafiscales cátedras posgrados;31 - Posgrados;$ 68,218,675.00;$ 61,828,021.84;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060036 - Especialización en Gerencia de Proyectos de Construcción en modalidad virtual;2.1.2.02.02.010;Viáticos de los funcionarios en comisión;31 - Posgrados;$ 11,452,654.00;$ 28,452,654.00;$ 27,601,177.49;$ 27,601,177.49;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060042 - Maestría en Ingeniería Civil - Híbrida;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 0.00;$ 10,938,182.70;$ 4,518,192.00;$ 4,518,192.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060011 - Maestría en Metalurgia y Ciencias de los Materiales;2.1.2.02.02.006.00;"Comercio y distribución; alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";31 - Posgrados;$ 6,529,259.00;$ 6,529,259.00;$ 6,529,258.55;$ 6,529,258.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060011 - Maestría en Metalurgia y Ciencias de los Materiales;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 11,193,015.00;$ 11,193,015.00;$ 10,978,200.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060011 - Maestría en Metalurgia y Ciencias de los Materiales;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 23,687,040.00;$ 23,687,040.00;$ 0.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060012 - Maestría en Ingeniería con Énfasis en Transporte, Tránsito e Infraestructura Vial;2.1.2.02.02.008;Servicios prestados a las empresas y servicios de producción ;31 - Posgrados;$ 22,918,766.00;$ 22,918,766.00;$ 18,297,000.00;$ 18,297,000.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060012 - Maestría en Ingeniería con Énfasis en Transporte, Tránsito e Infraestructura Vial;2.1.2.02.02.009.00;Servicios para la comunidad, sociales y personales;31 - Posgrados;$ 10,695,424.00;$ 9,895,424.00;$ 7,900,000.00;$ 0.00;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060012 - Maestría en Ingeniería con Énfasis en Transporte, Tránsito e Infraestructura Vial;2.1.2.02.02.009.01;Cátedras posgrados;31 - Posgrados;$ 94,748,160.00;$ 94,748,160.00;$ 44,504,835.50;$ 44,504,835.50;31/08/2026
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;210060012 - Maestría en Ingeniería con Énfasis en Transporte, Tránsito e Infraestructura Vial;2.1.2.02.02.009.03;Parafiscales cátedras posgrados;31 - Posgrados;$ 22,739,558.00;$ 22,739,558.00;$ 0.00;$ 0.00;31/08/2026
