Unidad;Tipo de Gasto;Referencia;Operacion;Código recurso; Compromiso ; Valor pago 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - PERSONAL DE PLANTA;LIQUIDACIÓN DE NÓMINA PERSONAL DE PLANTA;10; $ 159,298,091,839 ; $ 84,302,483,549 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - TEMPORALES;LIQUIDACION DE NOMINA TEMPORAL DOCENTES OCASIONALES;10; $ 91,833,342,269 ; $ 48,599,319,279 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;APORTES - PERSONAL DE PLANTA;LIQUIDACION DE APORTES PATRONALES;10; $ 48,618,152,194 ; $ 25,729,316,203 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;APORTES - TEMPORALES;LIQUIDACION DE APORTES PATRONALES;10; $ 31,582,164,000 ; $ 16,713,664,491 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - TEMPORALES;LIQUIDACION DE NOMINA TEMPORAL DOCENTES CATEDRATICOS;10; $ 8,537,860,761 ; $ 4,518,339,536 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - TEMPORALES;LIQUIDACION DE NOMINA TEMPORAL SUPERNUMERARIOS;10; $ 1,701,009,617 ; $ 900,194,934 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;GASTOS DIRECTOS - LIQUIDACIONES;RIESGOS ESTUDIANTES PREGRADO;10; $ 371,585,015 ; $ 196,647,300 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;GASTOS DIRECTOS - LIQUIDACIONES;SALUD ESTUDIANTES MEDICINA FAMILIAR;10; $ 133,603,701 ; $ 70,704,700 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;GASTOS DIRECTOS - LIQUIDACIONES;RIESGOS IV Y V CONTRATISTAS;10; $ 67,117,886 ; $ 35,519,600 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;GASTOS DIRECTOS - LIQUIDACIONES;RIESGOS ESTUDIANTES MEDICINA FAMILIAR;10; $ 26,061,572 ; $ 13,792,100 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - PERSONAL DE PLANTA;LIQUIDACIÓN DE NÓMINA PERSONAL DE PLANTA;10.5; $ 8,760,819,839 ; $ 4,636,332,186 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;APORTES - PERSONAL DE PLANTA;LIQUIDACION DE APORTES PATRONALES;10.5; $ 6,593,784,264 ; $ 3,489,510,659 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;APORTES - TEMPORALES;LIQUIDACION DE APORTES PATRONALES;10.5; $ 2,133,794,654 ; $ 1,129,230,028 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - TEMPORALES;LIQUIDACION DE NOMINA TEMPORAL DOCENTES CATEDRATICOS;10.5; $ 146,107,278 ; $ 77,321,745 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - TEMPORALES;LIQUIDACION DE NOMINA TEMPORAL DOCENTES OCASIONALES;14; $ 93,951,963 ; $ 49,720,519 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - TEMPORALES;LIQUIDACION DE NOMINA TEMPORAL DOCENTES CATEDRATICOS;14; $ 4,512,795 ; $ 2,388,226 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - TEMPORALES;LIQUIDACION DE NOMINA TEMPORAL SUPERNUMERARIOS;14; $ 4,206,848 ; $ 2,226,315 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - PERSONAL DE PLANTA;LIQUIDACIÓN DE NÓMINA PERSONAL DE PLANTA;17; $ 7,303,710,245 ; $ 3,865,212,104 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;APORTES - TEMPORALES;LIQUIDACION DE APORTES PATRONALES;17; $ 1,152,593,181 ; $ 609,966,300 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - TEMPORALES;LIQUIDACION DE NOMINA TEMPORAL DOCENTES CATEDRATICOS;17; $ 112,382,608 ; $ 59,474,240 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - TEMPORALES;LIQUIDACION DE NOMINA TEMPORAL DOCENTES OCASIONALES;17; $ 20,262,653 ; $ 10,723,242 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - TEMPORALES;LIQUIDACION DE NOMINA TEMPORAL SUPERNUMERARIOS;17; $ 13,383,293 ; $ 7,082,601 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;APORTES - PERSONAL DE PLANTA;LIQUIDACION DE APORTES PATRONALES;18; $ 578,754,134 ; $ 306,283,712 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - PERSONAL DE PLANTA;LIQUIDACIÓN DE NÓMINA PERSONAL DE PLANTA;20; $ 557,813,265 ; $ 295,201,550 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - TEMPORALES;LIQUIDACION DE NOMINA TEMPORAL DOCENTES OCASIONALES;20; $ 4,820,075 ; $ 2,550,842 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.1 Gastos de Personal;NOMINAS - TEMPORALES;LIQUIDACION DE NOMINA TEMPORAL SUPERNUMERARIOS;20; $ 547,913 ; $ 289,962 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;10; $ 538,285,633 ; $ 33,944,597 
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;20; $ 12,031,682 ; $ 9,700,000 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;20; $ 3,719,898 ; $ 2,999,000 
14 - SECCIONAL CHIQUINQUIRA;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;20; $ 3,100,949 ; $ -   
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;20; $ 2,976,911 ; $ 2,400,000 
10 - DERECHO Y CIENCIAS SOCIALES;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;20; $ 620,190 ; $ 500,000 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;31; $ 247,389,009 ; $ 162,238,247 
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;31; $ 85,114,126 ; $ 53,474,709 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;31; $ 48,050,688 ; $ 38,738,696 
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;31; $ 18,616,560 ; $ 12,507,518 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;31; $ 15,771,633 ; $ 12,715,166 
11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;31; $ 14,041,097 ; $ 10,920,000 
10 - DERECHO Y CIENCIAS SOCIALES;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;31; $ 8,434,581 ; $ 6,800,000 
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;31; $ 6,202,295 ; $ 5,000,320 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;33; $ 27,538,212 ; $ 17,495,563 
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;33; $ 1,984,607 ; $ 1,600,000 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;34; $ 60,545,176 ; $ 46,505,709 
10 - DERECHO Y CIENCIAS SOCIALES;2.1.2 Gastos de Funcionamiento;LIQUIDACIÓN DE INVITACIÓN;APOYO PARTICIPACION EVENTOS ACADEMICOS;35; $ 35,164,762 ; $ 23,370,000 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;ARRENDAMIENTO DE BIENES INMUEBLES;10; $ 746,631,367 ; $ 293,274,200 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;ARRENDAMIENTO DE BIENES INMUEBLES;10.1; $ 11,907,644 ; $ -   
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;ARRENDAMIENTO DE BIENES INMUEBLES;13; $ 428,915,575 ; $ 213,295,800 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;ARRENDAMIENTO DE BIENES INMUEBLES;14; $ 1,302,759,778 ; $ 506,088,800 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;CONTRATOS;ARRENDAMIENTO DE BIENES INMUEBLES;14; $ 148,879,786 ; $ 43,646,400 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;ARRENDAMIENTO DE BIENES INMUEBLES;31; $ 16,124,935 ; $ -   
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;ARRENDAMIENTO DE BIENES INMUEBLES;31; $ 5,705,746 ; $ 4,600,000 
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;ARRENDAMIENTO DE BIENES INMUEBLES;33; $ 11,163,416 ; $ 7,500,000 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;ORDENES DE SERVICIOS;ARRENDAMIENTO DE BIENES MUEBLES;33; $ 89,232,908 ; $ 71,940,000 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;AVANCES;AVANCE DE BIENES Y SERVICIOS;10; $ 3,581,257 ; $ 2,858,640 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;AVANCES;AVANCE DE BIENES Y SERVICIOS;17; $ 1,002,227 ; $ -   
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;AVANCES;AVANCE DE BIENES Y SERVICIOS;20; $ 15,014,444 ; $ 12,104,717 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;AVANCES;AVANCE DE BIENES Y SERVICIOS;20; $ 5,864,330 ; $ 800,000 
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento;AVANCES;AVANCE DE BIENES Y SERVICIOS;20; $ 4,413,688 ; $ 2,136,709 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;AVANCES;AVANCE DE BIENES Y SERVICIOS;31; $ 67,117,870 ; $ 4,681,041 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;AVANCES;AVANCE DE BIENES Y SERVICIOS;31; $ 14,179,222 ; $ 11,431,357 
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento;AVANCES;AVANCE DE BIENES Y SERVICIOS;31; $ 13,703,731 ; $ 11,048,014 
11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;2.1.2 Gastos de Funcionamiento;AVANCES;AVANCE DE BIENES Y SERVICIOS;31; $ 3,187,109 ; $ 2,569,463 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;AVANCES;AVANCE DE BIENES Y SERVICIOS;31; $ 1,314,163 ; $ 1,059,485 
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;AVANCES;AVANCE DE BIENES Y SERVICIOS;34; $ 2,458,909 ; $ 1,982,384 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;20; $ 181,915,177 ; $ 136,698,716 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;20; $ 90,478,733 ; $ 69,950,778 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;20; $ 77,386,773 ; $ 60,078,720 
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;20; $ 40,165,616 ; $ 32,381,713 
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;20; $ 35,633,655 ; $ 28,170,207 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;20; $ 22,497,314 ; $ 17,819,306 
11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;20; $ 14,872,406 ; $ 11,990,205 
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;20; $ 11,374,718 ; $ 9,170,352 
10 - DERECHO Y CIENCIAS SOCIALES;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;20; $ 9,912,353 ; $ 6,417,502 
14 - SECCIONAL CHIQUINQUIRA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;20; $ 7,693,855 ; $ 6,202,823 
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;20; $ 4,215,645 ; $ 2,720,447 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;31; $ 3,144,755 ; $ 2,316,074 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;31; $ 2,911,583 ; $ 1,566,900 
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;31; $ 1,942,690 ; $ 1,002,346 
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;31; $ 815,834 ; $ 657,729 
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;31; $ 301,859 ; $ -   
10 - DERECHO Y CIENCIAS SOCIALES;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;31; $ 301,859 ; $ -   
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN ACTIVIDADES COMPLEMENTARIAS;33; $ 895,290 ; $ -   
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;10; $ 22,496,929 ; $ 19,395,844 
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;20; $ 46,916,969 ; $ 36,108,445 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;20; $ 35,309,124 ; $ 22,756,600 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;20; $ 22,274,187 ; $ 17,957,557 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;20; $ 21,619,414 ; $ 17,429,676 
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;20; $ 17,135,174 ; $ 5,020,729 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;20; $ 12,505,585 ; $ 10,082,062 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;20; $ 11,507,812 ; $ 9,277,654 
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;20; $ 8,708,952 ; $ 7,021,199 
10 - DERECHO Y CIENCIAS SOCIALES;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;20; $ 8,286,984 ; $ 6,681,007 
11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;20; $ 8,175,260 ; $ 6,590,934 
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;20; $ 4,950,102 ; $ 1,987,710 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;31; $ 119,856,378 ; $ 96,628,788 
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;31; $ 57,163,525 ; $ 46,085,509 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;31; $ 29,323,232 ; $ 23,640,530 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;31; $ 25,531,142 ; $ 11,123,243 
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;31; $ 14,711,554 ; $ 11,860,526 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;31; $ 10,119,928 ; $ 4,093,576 
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;31; $ 6,010,891 ; $ 4,846,009 
11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;31; $ 4,500,155 ; $ 3,628,047 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;34; $ 35,068,410 ; $ 24,259,387 
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;34; $ 23,990,066 ; $ 19,340,907 
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL EXTERIOR;35; $ 8,130,561 ; $ 6,554,897 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;10; $ 90,068,717 ; $ 59,262,998 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;10.2; $ 70,769,780 ; $ 43,462,914 
11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;20; $ 213,955,893 ; $ 150,187,919 
01 - ADMINISTRATIVA Y FINANCIERA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;20; $ 185,815,149 ; $ 147,749,194 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;20; $ 87,385,733 ; $ 47,970,219 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;20; $ 63,330,246 ; $ 25,907,016 
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;20; $ 54,407,598 ; $ 33,803,031 
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;20; $ 34,168,225 ; $ 18,121,460 
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;20; $ 33,799,265 ; $ 24,370,275 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;20; $ 29,020,504 ; $ 20,518,774 
14 - SECCIONAL CHIQUINQUIRA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;20; $ 22,723,068 ; $ 16,483,046 
10 - DERECHO Y CIENCIAS SOCIALES;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;20; $ 20,418,514 ; $ 16,461,504 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;20; $ 17,041,335 ; $ 12,602,427 
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;20; $ 9,940,098 ; $ 8,013,755 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;31; $ 26,302,263 ; $ 15,428,740 
05 - CIENCIAS BASICAS;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;31; $ 18,277,353 ; $ 13,402,349 
04 - CIENCIAS DE LA EDUCACION;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;31; $ 17,493,766 ; $ 9,436,686 
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;31; $ 15,634,463 ; $ 12,604,579 
11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;31; $ 15,077,688 ; $ 10,364,805 
09 - INGENIERIA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;31; $ 10,497,984 ; $ 8,463,525 
12 - SECCIONAL DUITAMA;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;31; $ 9,788,505 ; $ 7,512,474 
07 - CIENCIAS DE LA SALUD;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;31; $ 3,844,831 ; $ 1,687,266 
06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;31; $ 3,474,502 ; $ 2,801,160 
13 - SECCIONAL SOGAMOSO;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;32; $ 4,547,286 ; $ 1,477,385 
08 - CIENCIAS AGROPECUARIAS;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;32; $ 4,067,187 ; $ 3,278,986 
02 - INVESTIGACION Y EXTENSION;2.1.2 Gastos de Funcionamiento;COMISIONES DE PERSONAL;COMISIÓN DE SERVICIOS AL INTERIOR;32; $ 1,207,435 ; $ 973,440 
